full_address,latitude,longitude,total_leasedSF,company_list,sector_list,lease_count
"545 Madison Ave, New York, NY, 10022",40.760661,-73.9729948,193543,"NA; Strike Holdings; Truarc Partners; Baccarat; Helix Partners Management; GTS; Consonance Capital; Truarc Partners; NA; Vialto; Corniche Growth Advisors; NA; Ogden Cap Properties; Qurate Retail Group, (Hsn); GTS; NA; NA","NA; Financial Services And Insurance; Retail; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Real Estate (Except Coworking Providers); Unclassifiable",17
"546 Fifth Ave, New York, NY, 10036",40.9191333,-73.8052729,90823,Wework; Prestige Properties & Development; NA; NA; Belluck & Fox; NA; NA; NA; NA,"Coworking And Executive Suite Companies; Construction, Engineering And Architecture; NA; Legal Services",9
"547 W 27th St, New York, NY, 10001",40.7512794,-74.0045116,41533,NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Pinetree Group; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Garvey Simon Art Access; NA; NA; NA; NA; NA; NA; NA; NA,NA; Real Estate (Except Coworking Providers); Retail,38
"55 Broad St, New York, NY, 10004",40.7052834,-74.0110279,177565,NA; Uncommon Schools; NA; NA; NA; NA; Curtis & Ginsberg Architects; NA; NA; NA; NA; NA; NA; NA; Center For Nyc Neighborhoods; NA; NA; Solstice Residential; Systra Group; NA; NA; NA,"NA; Education; Construction, Engineering And Architecture; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals)",22
"55 Broadway, New York, NY, 10006",40.7068408,-74.013042,228577,"NA; NA; NA; NA; Ywca Retirement Fund; NA; Bond Collective; Assurant; Clear Street; Consulate General Of Morocco; Hannum Feretic Prendergast & Merlino; NA; Park & Fine Literary And Media; Seven Stars Cloud Group; NA; NA; BNI; NA; New York Civil Liberties Union; NA; NA; Ral Companies And Affliates; Rozario Touma,; NA; NA; NA; Betanxt; NA","NA; Coworking And Executive Suite Companies; Financial Services And Insurance; Technology, Advertising, Media, And Information; Government; Legal Services; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Real Estate (Except Coworking Providers)",28
"55 E 52nd St, New York, NY, 10055",40.759084,-73.9736001,1115341,Evercore Partners; Jennison Associates; Morgan Stanley; Evercore; General Atlantic; Evercore Partners; Duff & Phelps; General Atlantic; Bbr Partners; Morgan Stanley; NA,"Financial Services And Insurance; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Tbd",11
"55 E 59th St, New York, NY, 10022",40.7635162,-73.9706483,8991,NA; NA,NA,2
"55 Fifth Ave, New York, NY, 10003",40.9116172,-73.8096508,83765,Teads; NA; NA; NA; NA; NA; NA; NA; NA; Trevanna Post; NA; C2 Energy; NA; NA; NA; NA; NA; Evensonbest; NA,"Technology, Advertising, Media, And Information; NA; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Retail",19
"55 W 39th St, New York, NY, 10018",40.7523912,-73.9839779,57128,Pccm Construction; Rotoql; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA,NA,22
"55 W 46th St, New York, NY, 10036",40.7570592,-73.9811663,265084,"Ascot Underwriting; D. E. Shaw & Co. L.p; NA; NA; Millburn Ridgefield; Travelclick; Sagewood Capital; NA; Costar; Shocked; NA; Md Sass Investors Services; NA; Xp Securities,; Ascential; NA; NA","Financial Services And Insurance; Tbd; NA; Technology, Advertising, Media, And Information; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",17
"55 Water St, New York, NY, 10041",40.7032255,-74.0090671,1628506,L Brands; Makerbot; Revlon; Premium Merchant Funding; Federal Insurance; Emblemhealth; Jusrworks; Justworks; MJHS; District Counsel 37; Dailypay; Department Of Transportation; City Of Ny Board Of Education Retirement System; The Legal Aid Society,"Retail; Manufacturing (Except Pharmaceutical, Retail, And Computer Tech); Financial Services And Insurance; NA; Technology, Advertising, Media, And Information; Healthcare; Government; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals)",14
"550 Fifth Ave, New York, NY, 10036",40.9191696,-73.8052484,48577,NA; NA; Terra Cap; Capitolis; NA; NA; NA; NA; NA,"NA; Financial Services And Insurance; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",9
"550 Madison Ave, New York, NY, 10022",40.7615115,-73.9734929,627294,Hermes Of Paris; Junto Capital Management; Olayan Group; Clayton Dubilier & Rice; Corsair Capital; Chubb; Bdt & Msd Partners,Retail; Financial Services And Insurance,7
"550 Seventh Ave, New York, NY, 10018",40.9184519,-73.8036845,240247,THE FORUM GROUP; NA; NA; Triton Construction; NA; Wework; NA; NA; NA; Xcel Brands; NA; NA; NA; NA,"Personal Services And Recreation; NA; Construction, Engineering And Architecture; Coworking And Executive Suite Companies; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",14
"550 W 34th St, New York, NY, 10001",40.755122,-74.0006426,531682,"Third Point; Centiva Capital,; NA; Milbank; J.f. Lehman &; Milbank; Cognizant Technology Solutions; Coinbase; Hudson Bay Capital; Centiva Capital; NA; NA; Point72 Asset Management; NA; Elite World Group; Meta; NA; NA; NA; Point 72","Financial Services And Insurance; NA; Legal Services; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Technology, Advertising, Media, And Information",20
"551 Fifth Ave, New York, NY, 10176",40.9192446,-73.8054414,243782,NA; NA; Tancura; NA; NA; NA; NA; NA; NA; NA; NA; Empirical Research Partners; The Bahamas Ministry Of Tourism; Bond Civil & Utility Construction; NA; NA; NA; NA; Sigmatex-Lanier Textiles; Gemological Science Institute; Denihan Hospitality Group; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Schoeman Marsh & Updike; NA; Jonathan Rose; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Eaglestone Landing; NA; NA; Adam America Real Estate; NA; Spl Group,"NA; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Technology, Advertising, Media, And Information; Construction, Engineering And Architecture; Manufacturing (Except Pharmaceutical, Retail, And Computer Tech); Agriculture, Forestry, Fishing, Metal & Mineral Mining; Real Estate (Except Coworking Providers); Legal Services; Unclassifiable",51
"551 Madison Ave, New York, NY, 10022",40.7610902,-73.973051,86730,NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Lacoste,NA; Retail,15
"552 Seventh Ave, New York, NY, 10018",40.9184734,-73.8036698,32150,New York Media; NA; NA; NA; NA; NA; NA; Farmacy Beauty; Squarena; NA,NA; Unclassifiable,10
"555 Eighth Ave, New York, NY, 10018",40.9160751,-73.8043958,31380,NA; NA; NA; Educate; John Strasberg Studios; NA; NA; NA; NA; NA; NA; NA; NA; NA,NA; Education,14
"555 Fifth Ave, New York, NY, 10017",40.9192808,-73.8054168,110072,Floyd Advisory; NA; Howard Sloan Legal Search; Cornerstone Capital Partners; Telsey Advisory Group; Jay Suites; NA; NA; NA; Nicoletti Spinner Ryan Gulino Pinter; Maritime Capital; NA; NA; Kiran Gems Nyc,Financial Services And Insurance; NA; Legal Services; Coworking And Executive Suite Companies; Retail,14
"555 Greenwich St, New York, NY, 10014",40.727622,-74.0087103,42437,Lerer Hippeau Ventures; Hines; NA,Financial Services And Insurance; Real Estate (Except Coworking Providers); Unclassifiable,3
"555 Madison Ave, New York, NY, 10022",40.7611485,-73.9727174,121177,Ds-Concept; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; General Services Administration; NA; NA; Mane Group; Tod's; NA,NA; Government; Financial Services And Insurance,17
"555 W 25th St, New York, NY, 10001",40.7500999,-74.0053478,27617,Dna Model Management; Pierre Yovanovitth; Gagosian; Medalynn Matichak,"Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Construction, Engineering And Architecture; Personal Services And Recreation; NA",4
"555 W 57th St, New York, NY, 10019",40.7703848,-73.9905079,555722,NA; CBS; Greater New York Hospital Association; NA; BMW; NA; Kinney Systems,"NA; Technology, Advertising, Media, And Information; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Transportation; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",7
"556 W 22nd St, New York, NY, 10011",40.7479115,-74.0073114,34500,Spring Education Group,Education,1
"56 W 22nd St, New York, NY, 10010",40.7418285,-73.9928913,38556,The Empathy Project; NA; NA; NA; NA; Sharma Brands; Sharma Brands,"Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); NA; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",7
"56 W 45th St, New York, NY, 10036",40.756142,-73.9818767,28984,NA; NA; NA; NA; NA; NA; NA; Ecclésia Nyc; NA; NA; NA; NA; NA,NA,13
"560 Lexington Ave, New York, NY, 10022",40.7568589,-73.972632,77792,KPMG; Knotel; KPMG; NA; NA,"Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Coworking And Executive Suite Companies; NA",5
"561 Seventh Ave, New York, NY, 10018",40.9185914,-73.8038444,44620,NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Element Music; Geopath; NA; NA; NA; NA; NA,"NA; Technology, Advertising, Media, And Information; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",20
"565 Fifth Ave, New York, NY, 10017",40.7560465,-73.9785035,122715,Kookmin Bank; NA; Modern Luxury; NA; NA; Cresset Capital; Shiseido Cosmetics; NA; The Diamond Standard Co; NA,"Financial Services And Insurance; NA; Technology, Advertising, Media, And Information; Retail; Tbd",10
"566 7th Ave, New York, NY, 10018",40.7552122,-73.9880138,11197,NA; NA; NA; NA; NA; NA,NA,6
"568-578 Broadway, New York, NY, 10012",40.7254762,-73.9966033,88224,NA; Milk Studios; M13 Holdings; Zocdoc; NA; NA; Friedman & Gotbaum; Industria Creative; Pulsd; Beauty Pie Usa; NA,"NA; Personal Services And Recreation; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Technology, Advertising, Media, And Information; Legal Services",11
"57-59 E 11th St, New York, NY, 10003",40.7332434,-73.9931779,63133,NA; Wework,NA; Coworking And Executive Suite Companies,2
"570 Lexington Ave, New York, NY, 10022",40.7570841,-73.9724543,207695,Cornell Industrial And Labor Relations (Ilr) School; Weill Cornell Medicine; NA; NA; NA; NA; Fabiani Cohen & Hall; Fifth Ave Strategies; Real Estate Board Of New York; NA; NA; NA; NA; Mandelbaum Salsburg; Rndc New York; NA; Cornell Sc Johnson College Of Business; NA; NA; NA; NA,Education; NA; Legal Services; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Retail,21
"575 8th Ave, New York, NY, 10018",40.7550139,-73.9916444,130812,NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Lantern Community Svc; NA; NA; NA; NA; NA; NA; Leap Consulting Group; NA; NA; NA; NA; NA,NA; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Unclassifiable,29
"575 Broadway, New York, NY, 10012",40.7246193,-73.9980642,90402,Estee Lauder; Manifold; Valor Equity Partners; NA,Retail; Financial Services And Insurance; NA,4
"575 Fifth Ave, New York, NY, 10017",40.7563975,-73.9783666,400548,NA; NA; NA; NA; NA; Onemain Financial; Firstservice Residential New York; NA; D. E. Shaw Renewable Investments (Desri); NA; NA; NA; NA; NA; Daiwa House Group; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Forter; NA; D. E. Shaw Renewable Investments (Desri); NA; Northwood Investors; Frank Russell Trust; Elmwood Asset Management; NA,"NA; Financial Services And Insurance; Real Estate (Except Coworking Providers); Energy & Utilities; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",38
"575 Lexington Ave, New York, NY, 10022",40.7571656,-73.9713791,630651,Hertz Herson; NA; Blue Matter Consulting; NA; Greensledge; NA; Warshaw Burstein; NA; Blue Owl Securities; NA; Interval Partners; Wework; NA; Weill Cornell Medical College Offices; Weill Cornell Medical College Offices,"Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; NA; Financial Services And Insurance; Legal Services; Coworking And Executive Suite Companies; Healthcare",15
"575 Madison Ave, New York, NY, 10022",40.7617911,-73.9724122,116458,NA; Rock Mountain Capital; Silver Rock Financial; NA; Smile Design; Unbound Philanthropy; NA; NA; NA; Lb Pharmaceuticals; Corbin Capital Partners; DGL1; Standard Communities; The Garnett Group; Breitling; NA; Kozusko Harris Duncan (Khd,"NA; Financial Services And Insurance; Construction, Engineering And Architecture; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Pharmaceuticals; Real Estate (Except Coworking Providers); Unclassifiable; Legal Services",17
"576 Fifth Ave, New York, NY, 10036",40.9194049,-73.8050889,2552,NA; Kama Schacter; Seema,NA,3
"579 Fifth Ave, New York, NY, 10017",40.919498,-73.8052697,88610,NA; NA; Sharp Communications; NA; NA; NA; Orveon Global,"NA; Technology, Advertising, Media, And Information; Retail",7
"58 W 40th St, New York, NY, 10018",40.7531176,-73.9842683,83823,NA; Reidy Contracting; Iterable; Breather; NA; NA; NA; EDG; Dz Trading; NA; The American Theater Wing,"NA; Construction, Engineering And Architecture; Technology, Advertising, Media, And Information; Coworking And Executive Suite Companies; Tbd; Retail; Unclassifiable; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals)",11
"580 Eighth Ave, New York, NY, 10018",40.9160751,-73.8043958,19000,NA; NA; NA; NA; NA,NA,5
"580 Fifth Ave, New York, NY, 10036",40.9194411,-73.8050644,138400,Aaron Rubon; NA; NA; NA; Galaxy Ip; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Quiet Zone; Loomis- Secured Logistics Branch; NA; NA; NA; NA; NA; NA; Knotel; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Empowered Education; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA,"NA; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Coworking And Executive Suite Companies",80
"584-590 Broadway, New York, NY, 10012",40.7254762,-73.9966033,170332,Littlstar; NA; NA; NA; NA; NA; Women Deliver; NA; NA; NA; NA; NA; Loeffler Randall; Startapp; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Lev; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Vanta; NA; NA; NA,"Technology, Advertising, Media, And Information; NA; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Retail",52
"589 Eighth Ave, New York, NY, 10018",40.9160751,-73.8043958,63000,NA; NA; NA; NA; NA; Dogtech; NA; NA; NA; NA; NA; NA; NA; Davidson Kappel,NA; Legal Services,14
"589 Fifth Ave, New York, NY, 10017",40.9195885,-73.8052083,43690,NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; William Goldberg,NA; Retail,16
"59 Maiden Ln, New York, NY, 10038",40.7087463,-74.0081095,39417,Nyc Department Of Financial Services; NA,Government; NA,2
"590 Fifth Ave, New York, NY, 10036",40.9195316,-73.8050031,28177,Knotel; NA; Leviev; NA; NA,Coworking And Executive Suite Companies; NA,5
"590 Madison Ave, New York, NY, 10022",40.7621575,-73.9730331,579996,Islet; Consello Group; E.f. Hutton; Reverence Capital Partners; Consello Group; Schonfeld Securities; NA; Linden Advisors; Offit Kurman; Leeds Equity Advisors; Berkshire Hathaway Homeservices Ny Properties; Crestview Partners; NA; NA; Kingswood Capital Management; NA; Louis Vuitton; American Securities; Schonfeld Securities; The Corcoran Group; NA; Compass Group; E.f. Hutton; Tiger Infrastructure,"Healthcare; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Financial Services And Insurance; Tbd; Legal Services; NA; Real Estate (Except Coworking Providers); Retail",24
"594 Broadway, New York, NY, 10012",40.7248948,-73.9970441,186678,"NAVA PBC; Glimmer; Kfd Public Relations; NA; Spotfront; Consultants For Design Strategy; NA; NA; NA; NA; NA; NA; NA; NA; Moon Rabbit; NA; NA; Creative Media Marketing; Dr. Sapna Westley Md, Pc; Villageone Space; Neuro-Insights; Rema Works; NA; Studs; NA; Withsecure; Xeal Energy; NA; NA; NA; Mongoose Bodyworks-Pilates In Soho Nyc; NA; Shirley Madhere, Md, Pc; NA; Biodigital Systems; Housing Works; Maggie Vision Productions; Miner & Co. Studio; ON24; Speed Media; Viero, Llc, Dba Viero Bridal; Urban Dermatology; NA; Kalshi; NA; NA; NA; NA; NA; Hornet Animation; NA; NA; NA","NA; Construction, Engineering And Architecture; Technology, Advertising, Media, And Information; Retail; Energy & Utilities; Personal Services And Recreation; Healthcare; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals)",53
"595 Madison Ave, New York, NY, 10022",40.762442,-73.9720675,149879,NA; NA; Lvmh Moet Hennessy-Louis Vuitton; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; John Matouk & Co; NA; NA; NA; NA; NA; NA; Parker; NA; NA; NA; NA; NA; NA; NA,NA; Retail,31
"597 Fifth Ave, New York, NY, 10017",40.9196609,-73.8051593,25263,NA; NA; NA; NA,NA,4
"599 Broadway, New York, NY, 10012",40.7253177,-73.9972029,100400,Phonebooth; NA; NA; Preymaker; NA; MKG; NA; NA; NA; Wework; NA,"NA; Technology, Advertising, Media, And Information; Tbd; Coworking And Executive Suite Companies",11
"599 Eleventh Ave, New York, NY, 10036",42.7355236,-73.711277,8000,NA,NA,1
"599 Lexington Ave, New York, NY, 10022",40.7578542,-73.9707227,1034266,"Ogletree, Deakins, Nash, Smoak & Stewart; Evercore; Itau Bba Usa Securities; Rpd Fund Management; Helmsley-Spear; NA; NA; Cowen Group; NA; Allen Matkins; NA; Shearman & Sterling; NA; NA; NA; NA; Td Cowen; NA; Cornerstone Research; NA; NA; NA","Legal Services; Financial Services And Insurance; NA; Unclassifiable; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Tbd",22
"6 E 32nd St, New York, NY, 10016",40.7467776,-73.9848139,80000,Sunshine Sachs Morgan & Lylis; NA; NA; NA; NA,"Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; NA",5
"6 E 39th St, New York, NY, 10016",40.7512054,-73.9816439,54100,NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Ample; New Israel Fund; NA,NA; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Unclassifiable,15
"6 E 43rd St, New York, NY, 10017",40.75369,-73.9796783,900,R3m Law,Legal Services,1
"6 E 45th St, New York, NY, 10017",40.7549116,-73.9789109,23777,NA; NA; NA; NA; NA; NA,NA; Unclassifiable,6
"6 Greene St, New York, NY, 10013",40.7205587,-74.0029877,8328,NA; NA; NA,NA,3
"6 W 48th St, New York, NY, 10036",40.7573718,-73.9788749,69900,NA; NA; NA; Knotel; NA; NA; NA; NA; Harry Winston Jewelers,NA; Coworking And Executive Suite Companies; Retail,9
"60 Broad St, New York, NY, 10004",40.7053475,-74.011994,705832,"Wellington Shields &; NA; NA; NA; Skai; Cowan, Debaets, Abrahams & Sheppard; Edelman & Edelman; NA; NA; 1006 Clinton Ave; Coffee America; Edelman & Edelman,; New York State Office Of General Services; NA; New York State Government; NA; State Of Ny","Financial Services And Insurance; NA; Technology, Advertising, Media, And Information; Legal Services; Manufacturing (Except Pharmaceutical, Retail, And Computer Tech); Government; Tbd",17
"60 Charlton St, New York, NY, 10014",40.7271003,-74.0058169,74373,NA; NA; Arcade Songs; Under Armour; Picus Capital; Picus Capital; Bubble Skincare; 360 PR; NA,"NA; Technology, Advertising, Media, And Information; Retail; Financial Services And Insurance; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",9
"60 E 42nd St, New York, NY, 10165",42.3438382,-78.9050784,932089,"William T. Grant Foundation; Hoguet Newman Regal & Kenney; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Icapital Network; NA; NA; NA; NA; NA; NA; NA; Belkin Burden Goldman; Dime Community Bank; NA; NA; NA; NA; NA; NA; NA; NA; Patient Point; Hercules Capital; NA; NA; NA; NA; Mosaic Insurance; NA; Sol De Janeiro Usa; NA; NA; NA; NA; NA; The Connor Group; NA; NA; NA; NA; NA; NA; Winged Keel Group; NA; NA; Johnson Controls; Wealthstream Advisors; Stark Office Suites; The Mandel Law Firm; NA; NA; NA; NA; NA; Tenex Capital; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Goldberg Corwin; NA; NA; NA; NA; Icapital Network; NA; Cliftonlarsonallen; NA; NA; Icapital Network; NA; NA; NA; Breakthru Beverage Group; NA; NA; NA; NA; Tenex Capital Management; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Davidson, Dawson & Clark; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA","Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Legal Services; NA; Technology, Advertising, Media, And Information; Financial Services And Insurance; Healthcare; Retail; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Coworking And Executive Suite Companies; Tbd",127
"60 E 56th St, New York, NY, 10022",40.7611069,-73.9723297,13081,NA; NA; NA,NA,3
"60 Hudson St, New York, NY, 10013",40.7176412,-74.0082752,219076,NA; NA; NA; NA; NA; NA; NA; Verizon; NA,"NA; Technology, Advertising, Media, And Information",9
"60 Madison Ave, New York, NY, 10010",40.7431832,-73.986547,167442,Fifth Season; NA; Spring Health Services; NA; NA; NA; Knotel; NA; Grimshaw Architects,"Technology, Advertising, Media, And Information; NA; Healthcare; Coworking And Executive Suite Companies; Tbd; Construction, Engineering And Architecture",9
"60-74 Gansevoort St, New York, NY, 10014",40.7393702,-74.0088762,16224,Match Group,"Technology, Advertising, Media, And Information",1
"600 Fifth Ave, New York, NY, 10020",40.9197608,-73.8046828,130387,NA; NA; Morrison &; NA; NA; Ehe International; NA; Everview Partners; NA,NA; Financial Services And Insurance; Healthcare; Unclassifiable,9
"600 Lexington Ave, New York, NY, 10022",40.7580277,-73.9714246,240516,Gruss Capital Management; NA; Onex Falcon Investment Advisors; Blaylock Van; Kcl Capital; Libremax Capital; Mkp Capital Management; Iron Hound Management Co; NA; Rokos Capital Management; NA; Falconpoint Partners; NA; Enhanced Capital; NA; Nexphase Capital; Glc Advisors; NA; Elvinger Sarl Pllc; NA; Wingspire Capital; NA; NA; NA; Iqvia Holdings; NA; NA; Hollypoint Capital; Meridian Compensation Partners,"Financial Services And Insurance; NA; Legal Services; Technology, Advertising, Media, And Information",29
"600 Madison Ave, New York, NY, 10022",40.7629242,-73.9724077,91106,NA; NA; NA; NA; NA; Adazian Group; Engineers Gate; Alvarez & Marsal; NA; NA; NA,"NA; Financial Services And Insurance; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",11
"600 Third Ave, New York, NY, 10016",40.7493233,-73.9758905,280882,3G Capital; NA; American Australian Association; 3g Capital; Polsinelli Pc; Nyc Football Club; NA; NA; NA; NA; Austrian Consulate; Stax; NA; Mbaf Cpas; Kane Kessler; Schottenfeld Group; NA; Stax; NA; Kyowa Hakko Usa; Boyd Law,"Financial Services And Insurance; NA; Legal Services; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Tbd; Government; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",21
"601 W 26th St, New York, NY, 10001",40.7516485,-74.0067152,1264853,NA; NA; The Collected Group; Sequential Brands Group; Polo Ralph Lauren; Johnson & Johnson; Diller Scofido; George Smith; NA; NA; NA; NA; Exela Technologies; Skip Of New York; Fashionphile; NA; The Vault Studios; NA; NA; NA; NA; Howard Zimmerman Architects; NA; NA; Mehretu; NA; NA; Non-Objective; Ralph Lauren; NA; NA; NA; NA; NA; NA; NA; NA; NA; Persistent Systems; NA; NA; Wheels Up Partners; Invenergy; NA; NA; Elite World Group; NA; Ralph Lauren; Vitra; Populous,"NA; Retail; Technology, Advertising, Media, And Information; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Tbd; Construction, Engineering And Architecture; Personal Services And Recreation; Transportation; Energy & Utilities; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",50
"601-635 Lexington Ave, New York, NY, 10022",40.7507515,-73.9765812,1012881,Nyc Office Suites; Hg Us; Siris Capital; Kirkland & Ellis; Citigroup; Kirkland & Ellis; Libremax Capital; The Blackstone Group; NA; NA; Kirkland & Ellis; State Street; Apax Partners; NA; Vr Advisory Services; Kirkland & Ellis; Pei Global Partners; Kirkland & Ellis; Etc. Ventures; Kirkland & Ellis; Orbimed; NA; NA; Kirkland & Ellis,Coworking And Executive Suite Companies; NA; Financial Services And Insurance; Legal Services; Healthcare; Unclassifiable,24
"605 Third Ave, New York, NY, 10158",42.7131791,-73.7074341,481205,"The Permanent Mission Of Japan To The Un; Levy Konigsberg; Katsky Korins; Convene; NA; Sagent Advisors; NA; NA; NA; Michelman & Robinson; Coalesce Capital Management; NA; Day Pitney; Fmcg Direct; Turkish Consulate General; Global X Management Co; Broadridge Financial; Wellspring Capital Management; Wolf, Greenfield & Sacks; NA; Century Services; Katsky Korins","Government; Legal Services; Coworking And Executive Suite Companies; NA; Financial Services And Insurance; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",22
"608 Fifth Ave, New York, NY, 10020",40.9199232,-73.8047357,44734,NA; NA; NA; NA; NA; NA; Switzerland Tourism; NA; NA; NA; NA; NA; NA; NA,NA; Transportation,14
"609 Fifth Ave, New York, NY, 10017",40.9199989,-73.8049316,138563,Wework,Coworking And Executive Suite Companies,1
"609 Greenwich St, New York, NY, 10014",40.7300769,-74.0081362,29796,Wework; NA,Coworking And Executive Suite Companies; NA,2
"61 9th Ave, New York, NY, 10011",40.7416112,-74.005149,142500,Yext,"Technology, Advertising, Media, And Information",1
"61 Broadway, New York, NY, 10006",40.7069573,-74.0125097,331372,"Knotel; NA; NA; NA; NA; Ten Thousand; NA; Dankner & Milstein, Pc; NA; Collibra; Hello Alfred; Guardian Media Group; NA; NA; NA; NA; NA; New York Committee For Occupational; NA; Easyship; NA; NA; NA; NA; NA; NA; Eko; NA; NA; NA; NA; NA","Coworking And Executive Suite Companies; NA; Retail; Legal Services; Technology, Advertising, Media, And Information; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Unclassifiable",32
"61 W 23rd St, New York, NY, 10010",40.7427631,-73.9917809,33468,Diligent; NA; NA; NA,"Technology, Advertising, Media, And Information; NA",4
"61-63 Crosby St, New York, NY, 10012",40.7230216,-73.9976771,12700,NA,NA,1
"610 Broadway, New York, NY, 10012",40.7032325,-73.9465881,78003,Anchorage Capital; Hunter Point Capital; Paine Schwartz,Financial Services And Insurance,3
"610 Fifth Ave, New York, NY, 10020",40.9199483,-73.8047184,48642,NA; NA; East End Advisors; NA; NA; NA; NA; Pinkerton Foundation,NA; Financial Services And Insurance; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals),8
"611 Broadway, New York, NY, 10012",40.7258985,-73.9969815,5875,NA; Eca New York Real Estate Advisors; NA; Be-Poles; NA,"NA; Financial Services And Insurance; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",5
"619 W 54th St, New York, NY, 10019",40.7689289,-73.9938308,103118,NA; C16 Biosciences; New York Stem Cell Foundation; Rensselaer Polytechnic Institute; Ichan School Of Medicine; NA,NA; Pharmaceuticals; Education,6
"62 William St, New York, NY, 10005",40.7071263,-74.0085134,8000,NA; NA,NA,2
